"bsn","isbn","bsn-normalized","isbnnormalized"
1516401,"208012515X",1516401,"208012515X"
1516401,2080125168,1516401,"0002080125168"
1516401,2843060192,1516401,"0002843060192"
1516408,2865382621,1516408,"0002865382621"
1516541,674171608,1516541,"0000674171608"
1516785,295977590,1516785,"0000295977590"
1516949,894682350,1516949,"0000894682350"
1517735,1883053390,1517735,"0001883053390"
1517900,3447041137,1517900,"0003447041137"
1518697,714122114,1518697,"0000714122114"
1519157,3515061525,1519157,"0003515061525"
1520023,"029597768X",1520023,"029597768X"
1520023,295977698,1520023,"0000295977698"
1520218,2111286141,1520218,"0002111286141"
1520218,2724702298,1520218,"0002724702298"
1520218,2724703200,1520218,"0002724703200"
1520218,"272470472X",1520218,"272470472X"
1520218,9782111286146,1520218,"9782111286146"
1520218,9782724702293,1520218,"9782724702293"
1520218,9782724703207,1520218,"9782724703207"
1520218,9782724704723,1520218,"9782724704723"
1520819,810965143,1520819,"0000810965143"
1520819,870997858,1520819,"0000870997858"
1520819,870997866,1520819,"0000870997866"
1522400,2724702271,1522400,"0002724702271"
1522744,714109932,1522744,"0000714109932"
1522744,9780714109930,1522744,"9780714109930"
1523950,520217071,1523950,"0000520217071"
1525723,8185822638,1525723,"0008185822638"
1525798,935573259,1525798,"0000935573259"
1528587,821205757,1528587,"0000821205757"
1530105,801434718,1530105,"0000801434718"
1530105,801484758,1530105,"0000801484758"
1530664,2724702212,1530664,"0002724702212"
1531176,3805323549,1531176,"0003805323549"
1531189,3447040947,1531189,"0003447040947"
1531974,9654400073,1531974,"0009654400073"
1532154,9654060329,1532154,"0009654060329"
1532201,9654060310,1532201,"0009654060310"
1532252,9654060353,1532252,"0009654060353"
1532416,2911971027,1532416,"0002911971027"
1533073,3805323999,1533073,"0003805323999"
1533171,3805325509,1533171,"0003805325509"
1533804,674995813,1533804,"0000674995813"
1534818,1900188457,1534818,"0001900188457"
1535580,714824429,1535580,"0000714824429"
1535881,2724700066,1535881,"0002724700066"
1535887,1850750653,1535887,"0001850750653"
1535991,9607036786,1535991,"0009607036786"
1536151,9170421455,1536151,"0009170421455"
1536427,195113004,1536427,"0000195113004"
1536427,195125053,1536427,"0000195125053"
1536558,3927552313,1536558,"0003927552313"
1536831,1575060302,1536831,"0001575060302"
1537174,856686980,1537174,"0000856686980"
1537443,2724701771,1537443,"0002724701771"
1537443,"272470178X1",1537443,"272470178X1"
1537443,27247017982,1537443,"0027247017982"
1537656,933273282,1537656,"0000933273282"
1538039,"003000733X",1538039,"003000733X"
1538633,2724700791,1538633,"0002724700791"
1538633,27247008051,1538633,"0027247008051"
1538633,27247008132,1538633,"0027247008132"
1538693,2724700597,1538693,"0002724700597"
1539794,140441522,1539794,"0000140441522"
1539917,2724702379,1539917,"0002724702379"
1539917,27247023871,1539917,"0027247023871"
1539917,27247023952,1539917,"0027247023952"
1540119,2724702344,1540119,"0002724702344"
1540410,801435153,1540410,"0000801435153"
1540410,801485150,1540410,"0000801485150"
1540786,5213040161,1540786,"0005213040161"
1540786,5213168201,1540786,"0005213168201"
1540786,5214501522,1540786,"0005214501522"
1540786,5214564602,1540786,"0005214564602"
1540949,90040110642,1540949,"0090040110642"
1540949,90040110802,1540949,"0090040110802"
1540949,90040111103,1540949,"0090040111103"
1540949,90040997513,1540949,"0090040997513"
1541339,2711837106,1541339,"0002711837106"
1541339,27118380641,1541339,"0027118380641"
1541339,27118380742,1541339,"0027118380742"
1541706,9652781843,1541706,"0009652781843"
1542110,"019726168X",1542110,"019726168X"
1542142,710305745,1542142,"0000710305745"
1542358,788504665,1542358,"0000788504665"
1543609,837110491,1543609,"0000837110491"
1543632,6749957911,1543632,"0006749957911"
1543632,6749958052,1543632,"0006749958052"
1546057,"887228208X",1546057,"887228208X"
1546114,2724702069,1546114,"0002724702069"
1546152,9056930141,1546152,"0009056930141"
1546261,3905083116,1546261,"0003905083116"
1546384,8291626030,1546384,"0008291626030"
1546570,3805323484,1546570,"0003805323484"
1547259,3896466011,1547259,"0003896466011"
1547259,9783896466013,1547259,"9783896466013"
1547587,1883053420,1547587,"0001883053420"
1547844,892364653,1547844,"0000892364653"
1547844,892364661,1547844,"0000892364661"
1547984,300075332,1547984,"0000300075332"
1548039,8870629619,1548039,"0008870629619"
1550499,3805320337,1550499,"0003805320337"
1550601,9051090021,1550601,"0009051090021"
1550800,521640008,1550800,"0000521640008"
1551279,415186331,1551279,"0000415186331"
1551358,"917081158X",1551358,"917081158X"
1551358,9789170811586,1551358,"9789170811586"
1552172,1575060248,1552172,"0001575060248"
1552327,801436192,1552327,"0000801436192"
1552327,801485843,1552327,"0000801485843"
1552327,9780801436192,1552327,"9780801436192"
1552327,9780801485848,1552327,"9780801485848"
1552912,"965493017X",1552912,"965493017X"
1554436,2711835790,1554436,"0002711835790"
1554450,3927120650,1554450,"0003927120650"
1555967,9170811466,1555967,"0009170811466"
1556170,9653426028,1556170,"0009653426028"
1556449,521563585,1556449,"0000521563585"
1556449,521564964,1556449,"0000521564964"
1556510,3908184851,1556510,"0003908184851"
1556520,300081324,1556520,"0000300081324"
1556520,894682458,1556520,"0000894682458"
1557029,8870629996,1557029,"0008870629996"
1557078,9170811539,1557078,"0009170811539"
1557180,"370012760X",1557180,"370012760X"
1557352,2724702158,1557352,"0002724702158"
1559010,520223063,1559010,"0000520223063"
1559010,520223482,1559010,"0000520223482"
1559228,9062580807,1559228,"0009062580807"
1559391,198150687,1559391,"0000198150687"
1559759,2251013172,1559759,"0002251013172"
1560274,2724700988,1560274,"0002724700988"
1560924,2720011142,1560924,"0002720011142"
1562433,674995821,1562433,"0000674995821"
1563144,"808589954X",1563144,"808589954X"
1563946,750910674,1563946,"0000750910674"
1563971,691058717,1563971,"0000691058717"
1563995,521643481,1563995,"0000521643481"
1563995,521643988,1563995,"0000521643988"
1564287,951124315,1564287,"0000951124315"
1564310,870999060,1564310,"0000870999060"
1564310,870999079,1564310,"0000870999079"
1564519,415195322,1564519,"0000415195322"
1564519,415195330,1564519,"0000415195330"
1565888,2912738008,1565888,"0002912738008"
1566694,9652240389,1566694,"0009652240389"
1566694,9652240400,1566694,"0009652240400"
1566726,3447041390,1566726,"0003447041390"
1567273,1900188430,1567273,"0001900188430"
1568066,940717530,1568066,"0000940717530"
1568221,810944766,1568221,"0000810944766"
1568447,870999087,1568447,"0000870999087"
1568447,870999095,1568447,"0000870999095"
1569069,9051704410,1569069,"0009051704410"
1569081,3447039191,1569081,"0003447039191"
1569088,3412112925,1569088,"0003412112925"
1569102,3925944273,1569102,"0003925944273"
1569495,714111260,1569495,"0000714111260"
1569522,810964074,1569522,"0000810964074"
1569522,870996134,1569522,"0000870996134"
1569522,870996142,1569522,"0000870996142"
1570418,856688010,1570418,"0000856688010"
1570418,9780856688010,1570418,"9780856688010"
1571065,904454592,1571065,"0000904454592"
1571065,9963560377,1571065,"0009963560377"
1571078,3895088447,1571078,"0003895088447"
1571137,714823260,1571137,"0000714823260"
1571498,9514571258,1571498,"0009514571258"
1571778,674511735,1571778,"0000674511735"
1571822,801436583,1571822,"0000801436583"
1572063,931464935,1572063,"0000931464935"
1572296,9757172138,1572296,"0009757172138"
1572613,3805319665,1572613,"0003805319665"
1572836,3896467026,1572836,"0003896467026"
1572860,3930609118,1572860,"0003930609118"
1572942,3896460110,1572942,"0003896460110"
1573080,878463909,1573080,"0000878463909"
1573080,9780878463909,1573080,"9780878463909"
1573240,520215567,1573240,"0000520215567"
1573467,3805323344,1573467,"0003805323344"
1573572,8460500195,1573572,"0008460500195"
1573625,3805306202,1573625,"0003805306202"
1573794,195126335,1573794,"0000195126335"
1573794,9780195126334,1573794,"9780195126334"
1573797,295978457,1573797,"0000295978457"
1574172,"344704134X",1574172,"344704134X"
1575855,521380316,1575855,"0000521380316"
1575855,521389321,1575855,"0000521389321"
1577808,"067499583X1",1577808,"067499583X1"
1579327,9179160255,1579327,"0009179160255"
1580422,891306579,1580422,"0000891306579"
1580422,891308180,1580422,"0000891308180"
1580517,3786118701,1580517,"0003786118701"
1580610,38053202641,1580610,"0038053202641"
1580610,"380533818X2",1580610,"380533818X2"
1580610,97838053202691,1580610,"97838053202691"
1580610,97838053381892,1580610,"97838053381892"
1580630,385148046,1580630,"0000385148046"
1580754,1898249008,1580754,"0001898249008"
1580754,1898249016,1580754,"0001898249016"
1580754,1898249202,1580754,"0001898249202"
1580754,1898249377,1580754,"0001898249377"
1580754,9781898249009,1580754,"9781898249009"
1580754,9781898249016,1580754,"9781898249016"
1580754,9781898249207,1580754,"9781898249207"
1580754,9781898249375,1580754,"9781898249375"
1580905,2724702166,1580905,"0002724702166"
1580905,9782724702163,1580905,"9782724702163"
1581074,405098510,1581074,"0000405098510"
1581884,2724701267,1581884,"0002724701267"
1582404,804611033,1582404,"0000804611033"
1582442,3447040335,1582442,"0003447040335"
1582723,3806213690,1582723,"0003806213690"
1582951,3110022974,1582951,"0003110022974"
1583149,2724702409,1583149,"0002724702409"
1583952,701120835,1583952,"0000701120835"
1585117,3805324561,1585117,"0003805324561"
1585117,"380532460X12",1585117,"380532460X12"
1585117,38053259833,1585117,"0038053259833"
1585170,3805325916,1585170,"0003805325916"
1585350,231115628,1585350,"0000231115628"
1585585,9652229393,1585585,"0009652229393"
1585585,9789652229397,1585585,"9789652229397"
1585670,2724702107,1585670,"0002724702107"
1585772,9004114440,1585772,"0009004114440"
1586430,801861993,1586430,"0000801861993"
1588142,9607064062,1588142,"0009607064062"
1588337,933175442,1588337,"0000933175442"
1588498,3805304870,1588498,"0003805304870"
1588526,3792716623,1588526,"0003792716623"
1588682,34470328041,1588682,"0034470328041"
1588682,34470364272,1588682,"0034470364272"
1588682,344704052131,1588682,"0344704052131"
1588765,8816690046,1588765,"0008816690046"
1588884,9050632572,1588884,"0009050632572"
1589238,1557290431,1589238,"0001557290431"
1589545,3700128142,1589545,"0003700128142"
1589656,521099277,1589656,"0000521099277"
1589656,521207037,1589656,"0000521207037"
1589656,9780521099271,1589656,"9780521099271"
1589656,9780521207034,1589656,"9780521207034"
1591011,"046509516X",1591011,"046509516X"
1591596,9654400081,1591596,"0009654400081"
1591711,9170811482,1591711,"0009170811482"
1592335,9179160352112,1592335,"9179160352112"
1592335,91791604172,1592335,"0091791604172"
1592335,"917916045X312",1592335,"917916045X312"
1592335,9179160603,1592335,"0009179160603"
1592335,9179160646512,1592335,"9179160646512"
1592335,9.78917913060941E+015,1592335,"9789179130609410"
1592335,9.78917916035711E+015,1592335,"9789179160357110"
1592335,97891791604182,1592335,"97891791604182"
1592335,9.78917916045631E+015,1592335,"9789179160456310"
1592335,9789179160609,1592335,"9789179160609"
1592335,9.78917916064751E+015,1592335,"9789179160647510"
1594139,1575060353,1594139,"0001575060353"
1594178,8876864547,1594178,"0008876864547"
1595105,631136665,1595105,"0000631136665"
1595105,631218904,1595105,"0000631218904"
1596620,9608531357,1596620,"0009608531357"
1597160,8773042897,1597160,"0008773042897"
1597307,2724702441,1597307,"0002724702441"
1597307,"272470245X1",1597307,"272470245X1"
1597307,27247024682,1597307,"0027247024682"
1597359,2724702514,1597359,"0002724702514"
1597429,674995740,1597429,"0000674995740"
1597429,9780674995741,1597429,"9780674995741"
1597624,2724702484,1597624,"0002724702484"
1597624,27247024921,1597624,"0027247024921"
1597624,27247025062,1597624,"0027247025062"
1599445,3805323638,1599445,"0003805323638"
1601651,2724702522,1601651,"0002724702522"
1601651,27247025301,1601651,"0027247025301"
1601651,27247025492,1601651,"0027247025492"
1601651,9782724702521,1601651,"9782724702521"
1601651,97827247025381,1601651,"97827247025381"
1601651,97827247025452,1601651,"97827247025452"
1601742,3110016052,1601742,"0003110016052"
1601873,"070070633X",1601873,"070070633X"
1601873,9780700706334,1601873,"9780700706334"
1602789,"038541112X",1602789,"038541112X"
1602789,385490070,1602789,"0000385490070"
1602941,2724701860,1602941,"0002724701860"
1602941,27247018791,1602941,"0027247018791"
1602941,"27247018872x",1602941,"27247018872x"
1602941,27247018952,1602941,"0027247018952"
1602941,27247019093,1602941,"0027247019093"
1602941,272470191723,1602941,"0272470191723"
1602999,198143931,1602999,"0000198143931"
1603063,199240582,1603063,"0000199240582"
1603652,9056930109,1603652,"0009056930109"
1603963,834804735,1603963,"0000834804735"
1603963,"1856691780x",1603963,"1856691780x"
1604340,521481376,1604340,"0000521481376"
1604531,3774929610,1604531,"0003774929610"
1604546,1885979010,1604546,"0001885979010"
1604558,2711825620,1604558,"0002711825620"
1604668,"377748010X",1604668,"377748010X"
1604724,873417135,1604724,"0000873417135"
1604754,"887166101X",1604754,"887166101X"
1604754,8871661028,1604754,"0008871661028"
1604754,9788860871034,1604754,"9788860871034"
1604754,9788860871042,1604754,"9788860871042"
1604754,9788871661018,1604754,"9788871661018"
1604754,9788871661025,1604754,"9788871661025"
1604988,1885979002,1604988,"0001885979002"
1605080,"960709476X",1605080,"960709476X"
1605085,"917081192X",1605085,"917081192X"
1606481,3854970064,1606481,"0003854970064"
1606528,714121606,1606528,"0000714121606"
1606882,3760812031,1606882,"0003760812031"
1607677,3447041315,1607677,"0003447041315"
1608205,2724702301,1608205,"0002724702301"
1608387,3933925037,1608387,"0003933925037"
1608449,3895000515,1608449,"0003895000515"
1608721,3805325878,1608721,"0003805325878"
1608848,9514580796,1608848,"0009514580796"
1608860,9514577833,1608860,"0009514577833"
1608860,9789514577833,1608860,"9789514577833"
1608873,"050005097X",1608873,"050005097X"
1609271,1854441140,1609271,"0001854441140"
1609271,1854441159,1609271,"0001854441159"
1610059,520065387,1610059,"0000520065387"
1610059,520074157,1610059,"0000520074157"
1610947,3905083043,1610947,"0003905083043"
1610975,3905083086,1610975,"0003905083086"
1611210,714111414,1611210,"0000714111414"
1611210,"081222115X",1611210,"081222115X"
1611210,812235576,1611210,"0000812235576"
1611210,9780714111414,1611210,"9780714111414"
1611210,9780812221152,1611210,"9780812221152"
1611210,9780812235579,1611210,"9780812235579"
1612618,3700127871,1612618,"0003700127871"
1613260,3700127367,1613260,"0003700127367"
1613293,3806213097,1613293,"0003806213097"
1613404,1853993557,1613404,"0001853993557"
1615973,"272470035X",1615973,"272470035X"
1615973,27247003681,1615973,"0027247003681"
1616305,674000625,1616305,"0000674000625"
1616629,9514584104,1616629,"0009514584104"
1617281,521452570,1617281,"0000521452570"
1617281,9780521452571,1617281,"9780521452571"
1617418,38711655651,1617418,"0038711655651"
1617418,38711655732,1617418,"0038711655732"
1617418,38711655813,1617418,"0038711655813"
1617418,"387116559X4",1617418,"387116559X4"
1618751,3927120383,1618751,"0003927120383"
1619781,2110042648,1619781,"0002110042648"
1620911,9068314696,1620911,"0009068314696"
1621257,226067157,1621257,"0000226067157"
1621257,226067165,1621257,"0000226067165"
1621385,"071412138X",1621385,"071412138X"
1624046,3727803347,1624046,"0003727803347"
1624563,3486563858,1624563,"0003486563858"
1626172,"311010864X",1626172,"311010864X"
1626172,3110148706,1626172,"0003110148706"
1626172,9783110108644,1626172,"9783110108644"
1626172,9783110148701,1626172,"9783110148701"
1626209,199240035,1626209,"0000199240035"
1626614,788505793,1626614,"0000788505793"
1627067,714114898,1627067,"0000714114898"
1628114,300057709,1628114,"0000300057709"
1628114,9780300057706,1628114,"9780300057706"
1628276,810965526,1628276,"0000810965526"
1628276,870999443,1628276,"0000870999443"
1628276,870999451,1628276,"0000870999451"
1628715,9170811504,1628715,"0009170811504"
1629638,9607254767,1629638,"0009607254767"
1630137,9004099697,1630137,"0009004099697"
1630137,900417746931,1630137,"0900417746931"
1630137,900417747732,1630137,"0900417747732"
1630137,97890041774513,1630137,"97890041774513"
1630137,978900417746831,1630137,"978900417746831"
1630137,978900417747532,1630137,"978900417747532"
1630347,415046173,1630347,"0000415046173"
1630347,415046181,1630347,"0000415046181"
1631144,18541705381,1631144,"0018541705381"
1632771,3447042648,1632771,"0003447042648"
1633366,3447041854,1633366,"0003447041854"
1634949,"203720325X",1634949,"203720325X"
1637168,2865382710,1637168,"0002865382710"
1637168,9782865382712,1637168,"9782865382712"
1638411,2724702557,1638411,"0002724702557"
1638534,500051011,1638534,"0000500051011"
1638873,9004103643,1638873,"0009004103643"
1639254,9072371895,1639254,"0009072371895"
1639431,941690784,1639431,"0000941690784"
1639431,941690792,1639431,"0000941690792"
1639643,198263163,1639643,"0000198263163"
1640667,520201876,1640667,"0000520201876"
1642704,9774245741,1642704,"0009774245741"
1642817,2724702573,1642817,"0002724702573"
1642817,9782724702576,1642817,"9782724702576"
1648879,3805323174,1648879,"0003805323174"
1648942,"272470231X",1648942,"272470231X"
1649569,2877721868,1649569,"0002877721868"
1650469,385412568,1650469,"0000385412568"
1650492,"271183607X1",1650492,"271183607X1"
1650492,27118361772,1650492,"0027118361772"
1650506,3529020087,1650506,"0003529020087"
1650516,3805323247,1650516,"0003805323247"
1650847,9515704367,1650847,"0009515704367"
1650996,856675016,1650996,"0000856675016"
1651082,9607254805,1651082,"0009607254805"
1651124,2911606051,1651124,"0002911606051"
1651369,3519076365,1651369,"0003519076365"
1651835,870997564,1651835,"0000870997564"
1651835,9780870997563,1651835,"9780870997563"
1652647,3980373045,1652647,"0003980373045"
1652656,952120058142,1652656,"0952120058142"
1652656,95212036841,1652656,"0095212036841"
1652656,95212058142,1652656,"0095212058142"
1653686,96522104041,1653686,"0096522104041"
1653686,"965221051X2",1653686,"965221051X2"
1653686,96522106093,1653686,"0096522106093"
1653686,97896522108074,1653686,"97896522108074"
1653686,97896522108695,1653686,"97896522108695"
1653686,97896522109376,1653686,"97896522109376"
1653891,9042907703,1653891,"0009042907703"
1655241,38053188391,1655241,"0038053188391"
1655241,38053232712,1655241,"0038053232712"
1655248,870999133,1655248,"0000870999133"
1655290,1900188996,1655290,"0001900188996"
1655645,6749954141,1655645,"0006749954141"
1655645,6749954222,1655645,"0006749954222"
1656497,1575069008,1656497,"0001575069008"
1657004,924171448,1657004,"0000924171448"
1657014,"092417174X",1657014,"092417174X"
1657439,9963560350,1657439,"0009963560350"
1657932,295979380,1657932,"0000295979380"
1657989,9659024045,1657989,"0009659024045"
1659009,2857046073,1659009,"0002857046073"
1659110,3700128428,1659110,"0003700128428"
1659318,300082541,1659318,"0000300082541"
1659418,"272470228X",1659418,"272470228X"
1659935,2724702336,1659935,"0002724702336"
1660144,3412039969,1660144,"0003412039969"
1660873,3933925029,1660873,"0003933925029"
1661530,"069103169X",1661530,"069103169X"
1661530,9780691031699,1661530,"9780691031699"
1661746,2600001441,1661746,"0002600001441"
1661896,"960864030X",1661896,"960864030X"
1662112,"291002315X",1662112,"291002315X"
1662112,9782910023157,1662112,"9782910023157"
1662399,2723427609,1662399,"0002723427609"
1662972,96526601241,1662972,"0096526601241"
1663251,2991182071,1663251,"0002991182071"
1663251,2991671002,1663251,"0002991671002"
1663251,2991771063,1663251,"0002991771063"
1663625,9607254635,1663625,"0009607254635"
1663625,9789607254634,1663625,"9789607254634"
1663844,9770164224,1663844,"0009770164224"
1663844,9789770164228,1663844,"9789770164228"
1664018,297819828,1664018,"0000297819828"
1664924,19001889881,1664924,"0019001889881"
1664992,788502778,1664992,"0000788502778"
1665122,1856691896,1665122,"0001856691896"
1665122,3823854437,1665122,"0003823854437"
1665205,8566880292,1665205,"0008566880292"
1665205,8566880453,1665205,"0008566880453"
1665205,8566880964,1665205,"0008566880964"
1665205,8566881425,1665205,"0008566881425"
1665205,8566881936,1665205,"0008566881936"
1665205,18640825931,1665205,"0018640825931"
1665221,3980373061,1665221,"0003980373061"
1665285,9608546877,1665285,"0009608546877"
1665310,9170811059,1665310,"0009170811059"
1665484,2711837971,1665484,"0002711837971"
1665489,2720011231,1665489,"0002720011231"
1666721,2724702689,1666721,"0002724702689"
1667825,8170173817,1667825,"0008170173817"
1667886,872731421,1667886,"0000872731421"
1668386,2720019456,1668386,"0002720019456"
1668702,691049327,1668702,"0000691049327"
1668702,691049335,1668702,"0000691049335"
1670072,195216601,1670072,"0000195216601"
1670573,5895260012,1670573,"0005895260012"
1671301,8872282659,1671301,"0008872282659"
1671301,9788872282656,1671301,"9788872282656"
1671936,8872282322,1671936,"0008872282322"
1672541,3447043180,1672541,"0003447043180"
1672729,897200411,1672729,"0000897200411"
1672919,2859443762,1672919,"0002859443762"
1674332,728602474,1674332,"0000728602474"
1674332,9813066113,1674332,"0009813066113"
1674398,8846701046,1674398,"0008846701046"
1674545,3805323360,1674545,"0003805323360"
1674556,824823672,1674556,"0000824823672"
1674603,3805315406,1674603,"0003805315406"
1674616,9772357682,1674616,"0009772357682"
1674847,1879198258,1674847,"0001879198258"
1675138,1872561047,1675138,"0001872561047"
1675196,"977424432X",1675196,"977424432X"
1675206,961380586,1675206,"0000961380586"
1675382,2110034742,1675382,"0002110034742"
1675470,9773051943,1675470,"0009773051943"
1675523,"906831971X",1675523,"906831971X"
1675538,"380532314X",1675538,"380532314X"
1675621,295979526,1675621,"0000295979526"
1675793,"887062983X",1675793,"887062983X"
1676097,"003083645X",1676097,"003083645X"
1686974,904887359,1686974,"0000904887359"
1686989,3930609169,1686989,"0003930609169"
1687103,951070479,1687103,"0000951070479"
1687103,9780951070475,1687103,"9780951070475"
1687322,8849112823,1687322,"0008849112823"
1687322,9788849112825,1687322,"9788849112825"
1687418,9170421609,1687418,"0009170421609"
1687481,3777485403,1687481,"0003777485403"
1688039,853230706,1688039,"0000853230706"
1688307,3502151253,1688307,"0003502151253"
1688599,870994131,1688599,"0000870994131"
1688599,870994158,1688599,"0000870994158"
1688813,8872851629,1688813,"0008872851629"
1689712,"050005102X",1689712,"050005102X"
1689752,3515066985,1689752,"0003515066985"
1690493,88801102091,1690493,"0088801102091"
1690496,8880110713,1690496,"0008880110713"
1690667,2910023125,1690667,"0002910023125"
1691810,7501002304,1691810,"0007501002304"
1691810,9787501002306,1691810,"9787501002306"
1693654,295979534,1693654,"0000295979534"
1694271,415232325,1694271,"0000415232325"
1694271,415232333,1694271,"0000415232333"
1694776,300085109,1694776,"0000300085109"
1694776,870999591,1694776,"0000870999591"
1694776,870999605,1694776,"0000870999605"
1694876,8569813621,1694876,"0008569813621"
1694876,8569815082,1694876,"0008569815082"
1695088,"085698096X1",1695088,"085698096X1"
1695088,8569809782,1695088,"0008569809782"
1695502,870999613,1695502,"0000870999613"
1695502,870999621,1695502,"0000870999621"
1695617,2724701216,1695617,"0002724701216"
1695617,27247012241,1695617,"0027247012241"
1695617,27247019842,1695617,"0027247019842"
1695617,27247027433,1695617,"0027247027433"
1695617,97827247049454,1695617,"97827247049454"
1695749,9772357844,1695749,"0009772357844"
1695821,9514590422,1695821,"0009514590422"
1695831,9514590414,1695831,"0009514590414"
1695897,856981214,1695897,"0000856981214"
1696037,856981354,1696037,"0000856981354"
1696037,9780856981357,1696037,"9780856981357"
1696233,924171804,1696233,"0000924171804"
1696233,924171812,1696233,"0000924171812"
1696544,"050039010X",1696544,"050039010X"
1696593,8886752040,1696593,"0008886752040"
1697175,3829850050,1697175,"0003829850050"
1697468,932206808,1697468,"0000932206808"
1697820,393057089,1697820,"0000393057089"
1697820,510032052,1697820,"0000510032052"
1698637,1841710792,1698637,"0001841710792"
1699829,"977424527X",1699829,"977424527X"
1699829,9789774245275,1699829,"9789774245275"
1699951,3805317395,1699951,"0003805317395"
1700069,9652660108,1700069,"0009652660108"
1700410,2865382672,1700410,"0002865382672"
1700410,9963560393,1700410,"0009963560393"
1701518,679462600,1701518,"0000679462600"
1701531,9004117725,1701531,"0009004117725"
1701577,3895001236,1701577,"0003895001236"
1701653,3927552348,1701653,"0003927552348"
1701792,2711836282,1701792,"0002711836282"
1702080,520220676,1702080,"0000520220676"
1702537,946897689,1702537,"0000946897689"
1702653,472110837,1702653,"0000472110837"
1702864,198810180,1702864,"0000198810180"
1702864,9780198810186,1702864,"9780198810186"
1703196,"068752414X",1703196,"068752414X"
1703369,9004111158,1703369,"0009004111158"
1703403,2950826652,1703403,"0002950826652"
1703403,9782950826657,1703403,"9782950826657"
1703658,3447042621,1703658,"0003447042621"
1703827,8870627748,1703827,"0008870627748"
1703954,3805318901,1703954,"0003805318901"
1704219,295980346,1704219,"0000295980346"
1705117,96522354072,1705117,"0096522354072"
1705609,2251004831,1705609,"0002251004831"
1705609,2251005242,1705609,"0002251005242"
1705609,2251005366,1705609,"0002251005366"
1705609,2251005447,1705609,"0002251005447"
1705609,2251005552,1705609,"0002251005552"
1705609,2251005560,1705609,"0002251005560"
1705609,2251005846,1705609,"0002251005846"
1705609,9782251004839,1705609,"9782251004839"
1705609,9782251005249,1705609,"9782251005249"
1705609,9782251005362,1705609,"9782251005362"
1705609,9782251005447,1705609,"9782251005447"
1705609,9782251005553,1705609,"9782251005553"
1705609,9782251005560,1705609,"9782251005560"
1705609,9782251005843,1705609,"9782251005843"
1705609,9782251006093,1705609,"9782251006093"
1707166,8772896280,1707166,"0008772896280"
1707727,691010420,1707727,"0000691010420"
1708540,1900188406,1708540,"0001900188406"
1708624,3786116563,1708624,"0003786116563"
1708633,3786113130,1708633,"0003786113130"
1708735,9652234370,1708735,"0009652234370"
1709918,9179160360,1709918,"0009179160360"
1709925,892365757,1709925,"0000892365757"
1710248,1841710091,1710248,"0001841710091"
1710473,3886092410,1710473,"0003886092410"
1710783,472110136,1710783,"0000472110136"
1710838,3805327226,1710838,"0003805327226"
1713796,2226047255,1713796,"0002226047255"
1713889,8185026300,1713889,"0008185026300"
1714860,2724701526,1714860,"0002724701526"
1714860,27247015341,1714860,"0027247015341"
1714860,27247015422,1714860,"0027247015422"
1715143,8887061459,1715143,"0008887061459"
1715414,"091898694X",1715414,"091898694X"
1715439,1885923112,1715439,"0001885923112"
1716376,"095104320X",1716376,"095104320X"
1716460,34470209622,1716460,"0034470209622"
1716460,34470251743,1716460,"0034470251743"
1716512,198173180,1716512,"0000198173180"
1716512,"0199242976x",1716512,"0199242976x"
1716512,199242984,1716512,"0000199242984"
1716807,701125918,1716807,"0000701125918"
1717385,197262163,1717385,"0000197262163"
1719084,826200737,1719084,"0000826200737"
1719161,948695234,1719161,"0000948695234"
1719161,948695242,1719161,"0000948695242"
1719447,892410051,1719447,"0000892410051"
1719666,1842170082,1719666,"0001842170082"
1719675,2879640334,1719675,"0002879640334"
1720376,3896466364,1720376,"0003896466364"
1720609,2908322145,1720609,"0002908322145"
1720646,9068314890,1720646,"0009068314890"
1721029,9652781800,1721029,"0009652781800"
1721143,9654060736,1721143,"0009654060736"
1721369,3805325215,1721369,"0003805325215"
1721717,9774245490,1721717,"0009774245490"
1722566,2724701682,1722566,"0002724701682"
1722644,807614769,1722644,"0000807614769"
1723434,815550219,1723434,"0000815550219"
1723434,9780815550211,1723434,"9780815550211"
1723965,600632604319,1723965,"0600632604319"
1723965,600632616720,1723965,"0600632616720"
1723965,96470250339,1723965,"0096470250339"
1723965,9647025041,1723965,"0009647025041"
1723965,"964702505X10",1723965,"964702505X10"
1723965,964702507611,1723965,"0964702507611"
1723965,964702524612,1723965,"0964702524612"
1723965,964702525413,1723965,"0964702525413"
1723965,964702554814,1723965,"0964702554814"
1723965,964702562915,1723965,"0964702562915"
1723965,964702566116,1723965,"0964702566116"
1723965,964702569617,1723965,"0964702569617"
1723965,964702574218,1723965,"0964702574218"
1723965,978600632604719,1723965,"978600632604719"
1723965,978600632616020,1723965,"978600632616020"
1723965,97896470250349,1723965,"97896470250349"
1723965,9789647025041,1723965,"9789647025041"
1723965,978964702505810,1723965,"978964702505810"
1723965,978964702507211,1723965,"978964702507211"
1723965,978964702524912,1723965,"978964702524912"
1723965,978964702525613,1723965,"978964702525613"
1723965,978964702554614,1723965,"978964702554614"
1723965,978964702554815,1723965,"978964702554815"
1723965,978964702562115,1723965,"978964702562115"
1723965,978964702566916,1723965,"978964702566916"
1723965,978964702569017,1723965,"978964702569017"
1723965,978964702574418,1723965,"978964702574418"
